1.45400000	4.28400000	1.45400000	4.28400000
1.46200000	4.00000000	1.46200000	4.27458228
1.46500000	3.79300000	1.46500000	4.27105064
1.46600000	3.92100000	1.46600000	4.26987342
1.47300000	3.71300000	1.47300000	4.26163292
1.47400000	3.66200000	1.47400000	4.26045570
1.47800000	3.81900000	1.47800000	4.25574684
1.48000000	3.66200000	1.48000000	4.25339241
1.48600000	3.83800000	1.48600000	4.24632912
1.49300000	3.66200000	1.49300000	4.23808861
1.49500000	3.81900000	1.49500000	4.23573418
1.49500000	3.48200000	1.49500000	4.23573418
1.50200000	3.47700000	1.50200000	4.22749367
1.50300000	3.49500000	1.50300000	4.22631646
1.51200000	3.69800000	1.51200000	4.21572152
1.51200000	3.50000000	1.51200000	4.21572152
1.51700000	3.69800000	1.51700000	4.20983545
1.51700000	3.47700000	1.51700000	4.20983545
1.52300000	3.47300000	1.52300000	4.20277216
1.52400000	3.63100000	1.52400000	4.20159494
1.52900000	3.63100000	1.52900000	4.19570886
1.53300000	3.55700000	1.53300000	4.19100000
1.54000000	3.55700000	1.54000000	4.18275950
1.54200000	3.39200000	1.54200000	4.18040507
1.54600000	3.39200000	1.54600000	4.17569621
1.55400000	3.41900000	1.55400000	4.16627848
1.55500000	3.51800000	1.55500000	4.16510127
1.56200000	3.71600000	1.56200000	4.15686076
1.56200000	3.52000000	1.56200000	4.15686076
1.56900000	3.71600000	1.56900000	4.14862026
1.56900000	3.56300000	1.56900000	4.14862026
1.57400000	3.51800000	1.57400000	4.14273418
1.57400000	3.56300000	1.57400000	4.14273418
1.57700000	3.37800000	1.57700000	4.13920254
1.58000000	3.51800000	1.58000000	4.13567089
1.58600000	3.37900000	1.58600000	4.12860760
1.58900000	3.40100000	1.58900000	4.12507595
1.59400000	3.50900000	1.59400000	4.11918988
1.60200000	3.64900000	1.60200000	4.10977216
1.60800000	3.64900000	1.60800000	4.10270886
1.60800000	3.72100000	1.60800000	4.10270886
1.61400000	3.72100000	1.61400000	4.09564557
1.61800000	3.55800000	1.61800000	4.09093671
1.62200000	3.55900000	1.62200000	4.08622785
1.62300000	3.75200000	1.62300000	4.08505064
1.63100000	3.75200000	1.63100000	4.07563292
1.63100000	3.68400000	1.63100000	4.07563292
1.63400000	3.57700000	1.63400000	4.07210127
1.64000000	3.57400000	1.64000000	4.06503798
1.65600000	3.64000000	1.65600000	4.04620254
1.65700000	3.58100000	1.65700000	4.04502532
1.65700000	3.68000000	1.65700000	4.04502532
1.66300000	3.68000000	1.66300000	4.03796203
1.66400000	3.73400000	1.66400000	4.03678481
1.66800000	3.76100000	1.66800000	4.03207595
1.67100000	3.77900000	1.67100000	4.02854431
1.67300000	3.80300000	1.67300000	4.02618988
1.68000000	3.82900000	1.68000000	4.01794937
1.68800000	3.92300000	1.68800000	4.00853165
1.69100000	4.00500000	1.69100000	4.00500000
