1.45700000	2.89400000	1.45700000	2.89400000
1.46900000	2.89400000	1.46900000	2.90078261
1.47300000	2.63800000	1.47300000	2.90304348
1.49300000	2.63800000	1.49300000	2.91434782
1.49400000	2.49000000	1.49400000	2.91491304
1.51300000	2.49000000	1.51300000	2.92565217
1.51300000	2.47600000	1.51300000	2.92565217
1.51900000	2.47600000	1.51900000	2.92904348
1.52000000	2.45400000	1.52000000	2.92960869
1.54100000	2.45400000	1.54100000	2.94147826
1.54100000	2.49400000	1.54100000	2.94147826
1.56400000	2.49400000	1.56400000	2.95447826
1.56400000	2.53900000	1.56400000	2.95447826
1.59200000	2.53900000	1.59200000	2.97030434
1.59200000	2.57500000	1.59200000	2.97030434
1.61500000	2.57500000	1.61500000	2.98330434
1.61500000	2.60200000	1.61500000	2.98330434
1.63800000	2.60200000	1.63800000	2.99630434
1.63800000	2.66900000	1.63800000	2.99630434
1.66400000	2.66900000	1.66400000	3.01100000
1.66400000	2.81300000	1.66400000	3.01100000
1.68700000	2.81300000	1.68700000	3.02400000
1.68700000	3.02400000	1.68700000	3.02400000
